Make,AccidentArea,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,BasePolicy
Mazda,Urban,Jan,5,Male,Married,38,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,13,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability
Chevrolet,Rural,Jan,4,Male,Married,27,Third Party,Sedan - Liability,Sport,30000 to 39000,0,9,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,Yes,External,none,no change,1 vehicle,Liability
Honda,Urban,Nov,4,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,14,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Collision
Pontiac,Urban,Jul,2,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,10,400,1,more than 30,more than 30,more than 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision
Honda,Urban,Apr,4,Male,Single,18,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,14,400,3,more than 30,more than 30,none,3 years,21 to 25,No,No,External,more than 5,no change,1 vehicle,Collision
Pontiac,Urban,Oct,4,Male,Married,60,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,6,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,Collision
Ford,Urban,Oct,3,Male,Married,53,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,12,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Collision
Honda,Urban,Apr,2,Male,Single,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,16,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision
Pontiac,Urban,Mar,2,Male,Married,29,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,6,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision
Toyota,Urban,Mar,4,Male,Married,41,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,9,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision
Toyota,Urban,Mar,1,Male,Married,29,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,9,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils
Mercury,Urban,Jan,1,Male,Married,42,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,2,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils
Toyota,Urban,Feb,1,Male,Married,34,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,9,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,All Perils
Honda,Urban,Jul,3,Male,Married,51,Policy Holder,Sport - Collision,Sport,more than 69000,0,11,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,Collision
Pontiac,Urban,Jul,1,Male,Married,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,3,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,All Perils
Chevrolet,Urban,Mar,1,Male,Married,52,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,10,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,Internal,3 to 5,no change,5 to 8,Liability
Toyota,Urban,Feb,3,Male,Married,61,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,8,400,2,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,Collision
Toyota,Rural,Feb,4,Male,Single,25,Third Party,Sedan - Liability,Sport,20000 to 29000,0,1,400,4,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,Liability
Mazda,Urban,Nov,1,Male,Married,41,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,6,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils
Mazda,Urban,Sep,3,Male,Single,33,Third Party,Sedan - Liability,Sport,30000 to 39000,0,10,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability
Toyota,Rural,May,3,Male,Married,39,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,1,1,400,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,under 6 months,2 vehicles,All Perils
Accura,Urban,Jun,2,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,13,400,1,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision
Mazda,Urban,May,4,Male,Widow,50,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,15,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Collision
Pontiac,Urban,Jan,2,Female,Married,31,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,8,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Collision
Pontiac,Urban,Jan,2,Male,Single,23,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,8,400,4,more than 30,more than 30,more than 4,5 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,Liability
Pontiac,Urban,Jan,2,Male,Single,31,Third Party,Sedan - Liability,Sport,30000 to 39000,0,10,400,3,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability
Honda,Urban,Oct,1,Male,Married,50,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,2,500,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,2 to 3 years,1 vehicle,All Perils
Honda,Urban,Jan,5,Female,Single,33,Third Party,Sedan - Liability,Sport,20000 to 29000,0,8,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Liability
Accura,Urban,Feb,1,Male,Married,30,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6,400,2,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability
Mazda,Urban,Feb,1,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,13,400,1,more than 30,more than 30,more than 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,Collision
Chevrolet,Urban,Feb,4,Male,Married,46,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,13,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,All Perils
Honda,Urban,Feb,1,Male,Single,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Liability
Honda,Urban,Jan,5,Male,Married,48,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,5,400,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,Liability
Chevrolet,Urban,Jan,2,Male,Married,33,Policy Holder,Sedan - All Perils,Sedan,more than 69000,1,12,400,3,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils
Honda,Urban,Jan,4,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,3,400,1,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,Liability
Chevrolet,Urban,Jan,4,Female,Single,37,Third Party,Sedan - Liability,Sport,more than 69000,0,5,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Liability
Toyota,Urban,Jan,4,Male,Married,43,Third Party,Sedan - All Perils,Sedan,less than 20000,0,3,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils
Toyota,Urban,Jan,4,Female,Married,32,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,14,400,1,more than 30,more than 30,more than 4,4 years,31 to 35,No,No,External,1 to 2,no change,3 to 4,Collision
Toyota,Urban,Jan,2,Male,Married,57,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,Liability
Honda,Urban,Jan,3,Male,Married,65,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,8,400,2,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,All Perils
Toyota,Urban,Oct,2,Female,Single,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision
Nisson,Rural,Jul,2,Male,Married,42,Policy Holder,Utility - All Perils,Utility,more than 69000,0,6,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,All Perils
Honda,Urban,May,4,Male,Married,57,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,7,400,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,Liability
Pontiac,Urban,Mar,5,Male,Single,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,2,400,3,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,All Perils
Mazda,Urban,Mar,3,Male,Single,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,7,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability
VW,Urban,Feb,4,Male,Married,36,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,2,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision
Toyota,Urban,Feb,2,Male,Single,28,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,2,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Liability
Honda,Urban,Feb,2,Female,Single,32,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,14,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,All Perils
Chevrolet,Urban,Feb,2,Male,Single,33,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,1,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils
Saab,Urban,Feb,2,Male,Married,37,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,1,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,All Perils
Honda,Urban,Feb,1,Female,Single,26,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,16,400,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,Liability
Chevrolet,Urban,Jan,3,Male,Married,53,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,5,400,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,All Perils
Mercury,Rural,Jan,3,Male,Married,53,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,All Perils
Ford,Urban,Jan,3,Male,Married,74,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,8,400,4,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,All Perils
Pontiac,Urban,Jul,4,Male,Married,50,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3,400,2,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,Collision
Mazda,Urban,Jun,2,Male,Single,27,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,3,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,1 year,1 vehicle,All Perils
Toyota,Urban,Feb,1,Male,Married,48,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,7,400,1,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,All Perils
Chevrolet,Urban,Jan,1,Female,Single,55,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,2,400,2,more than 30,more than 30,none,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,All Perils
Pontiac,Urban,Jan,1,Male,Married,48,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,10,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,All Perils
Honda,Urban,Jan,2,Male,Single,0,Third Party,Sedan - Liability,Sport,more than 69000,0,8,400,4,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,Liability
Pontiac,Urban,Jan,2,Male,Married,54,Third Party,Sedan - Liability,Sport,20000 to 29000,0,10,400,4,more than 30,more than 30,1,7 years,41 to 50,No,No,External,none,no change,1 vehicle,Liability
Chevrolet,Urban,Jan,1,Male,Married,36,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,14,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Liability
Mazda,Urban,Jan,1,Male,Married,43,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,1,10,400,2,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,4 to 8 years,2 vehicles,All Perils
Mazda,Urban,Jan,1,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,1,400,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,Collision
Toyota,Urban,Feb,4,Male,Married,48,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,6,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,All Perils
Chevrolet,Urban,Jan,2,Male,Married,26,Policy Holder,Utility - All Perils,Utility,more than 69000,1,14,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,All Perils
Toyota,Urban,Feb,3,Female,Married,43,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,1,400,3,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,All Perils
Honda,Urban,Jan,1,Male,Married,39,Policy Holder,Sport - Collision,Sport,more than 69000,1,13,400,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,Collision
Chevrolet,Urban,Feb,2,Male,Married,49,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,4,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,Collision
Honda,Urban,Oct,3,Male,Married,37,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,14,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Collision
Mazda,Urban,Sep,2,Male,Married,36,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,Collision
Pontiac,Urban,Mar,2,Female,Married,52,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,4,400,4,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,All Perils
Pontiac,Urban,Jan,2,Male,Married,29,Third Party,Sedan - All Perils,Sedan,less than 20000,0,16,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,All Perils
Mazda,Urban,Jan,1,Male,Married,38,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,10,400,4,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,Collision
Mazda,Urban,Jan,1,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,2,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision
Honda,Rural,Jan,2,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,14,400,3,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,Collision
Honda,Rural,Sep,1,Male,Married,41,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,6,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability
Pontiac,Urban,Jan,3,Male,Married,41,Third Party,Sedan - All Perils,Sedan,less than 20000,1,16,500,3,none,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,2 to 3 years,1 vehicle,All Perils
Pontiac,Urban,May,1,Male,Married,64,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,15,400,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,none,no change,3 to 4,Collision
Pontiac,Urban,Jan,2,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,more than 69000,1,11,400,4,more than 30,more than 30,2 to 4,4 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,Collision
Mazda,Urban,Oct,1,Male,Single,25,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,5,400,4,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,Collision
Toyota,Urban,Oct,2,Male,Single,21,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,5,400,2,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,Collision
Pontiac,Rural,Mar,3,Male,Married,31,Third Party,Sedan - All Perils,Sedan,less than 20000,0,16,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,All Perils
Pontiac,Urban,Apr,3,Male,Single,39,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,3,400,1,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,4 to 8 years,2 vehicles,Collision
Honda,Rural,Feb,5,Female,Married,37,Third Party,Sedan - All Perils,Sedan,less than 20000,0,1,400,1,more than 30,more than 30,none,5 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,All Perils
Accura,Urban,Feb,3,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,Collision
Pontiac,Urban,Aug,3,Male,Married,37,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,16,400,4,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,All Perils
Mazda,Rural,Jun,4,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,7,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,Collision
Chevrolet,Urban,Sep,2,Male,Married,57,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12,400,1,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,Collision
Toyota,Urban,Jun,3,Male,Married,61,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,9,400,2,15 to 30,more than 30,none,more than 7,51 to 65,Yes,No,External,none,no change,1 vehicle,Collision
Mazda,Urban,Jan,5,Male,Married,69,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3,700,4,more than 30,more than 30,more than 4,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,Liability
Honda,Urban,Feb,2,Male,Married,67,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11,400,1,more than 30,more than 30,1,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,Collision
Chevrolet,Urban,Feb,1,Male,Married,52,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,1,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,All Perils
Toyota,Urban,Sep,1,Male,Single,23,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,15,400,1,more than 30,more than 30,2 to 4,6 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,Liability
Pontiac,Urban,Jun,4,Male,Married,38,Policy Holder,Sedan - Liability,Sport,less than 20000,0,2,400,4,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,Liability
Toyota,Urban,Jan,2,Male,Married,32,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,13,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,Collision
